19 | Q4
19 Q4 Q16 C4 D17 C15 F3 D3 J3 O17 R14 | G17
19 Q4 Q16 C4 D17 C15 F3 D3 J3 O17 R14 G17 | E16
19 Q4 Q16 C4 D17 C15 F3 D3 J3 O17 R14 G17 E16 | K16
19 Q4 Q16 C4 D17 C15 F3 E4 | D2
19 Q4 Q16 C4 D17 C15 E4 | E3
19 Q4 Q16 C4 D17 C15 E4 E3 | F3
19 Q4 Q16 C4 D17 C15 E4 E3 F3 | D3
19 Q4 Q16 C4 D17 D15 | C15
19 Q4 Q16 C4 D17 D15 C15 | C14
19 Q4 Q16 C4 D17 D15 C15 C14 | C16
19 Q4 Q16 C4 D17 D15 C15 C14 C16 | D14
19 Q4 Q16 C4 D17 D15 C15 C14 C16 D14 | F17
19 Q4 Q16 C4 D17 D15 C15 C14 C16 D14 F17 | D10
19 Q4 Q16 C4 D17 D15 C15 C14 C16 D14 F17 D10 | F3
19 Q4 Q16 C4 D17 D15 C15 C14 C16 D14 F17 D10 F3 | E4
19 Q4 Q16 C4 D17 D15 C15 C14 C16 D14 F17 D10 F3 E4 | D2
19 Q4 Q16 C4 D17 D15 C15 C14 C16 D14 F17 D16 | C17
19 Q4 Q16 C4 D17 D15 C15 C14 C16 D13 | E14
19 Q4 Q16 C4 D17 D15 C15 D14 | C14
19 Q4 Q16 C4 D17 D15 C15 D14 C14 | D16
19 Q4 Q16 C4 D17 D15 C15 D14 C14 D16 | C16
19 Q4 Q16 C4 D17 D15 C15 D14 C14 D16 C16 | E17
19 Q4 Q16 C4 D17 D15 E4 | E5
19 Q4 Q16 C4 D17 D15 E3 | G4
19 Q4 Q16 C4 D17 D15 F3 | D3
19 Q4 Q16 C4 C17 | J3
19 Q4 Q16 C4 C17 J3 | R6
19 Q4 Q16 C4 C17 J3 R6 | O4
19 Q4 Q16 C4 C17 J3 R6 O4 | S4
19 Q4 Q16 C4 C17 E3 | C9
19 Q4 Q16 C4 E4 | E3
19 Q4 Q16 C4 E4 E3 | F3
19 Q4 Q16 C4 E4 E3 F3 | D3
19 Q4 Q16 C4 E4 D16 | C3
19 Q4 Q16 C4 E4 D16 C3 | J3
19 Q4 Q16 C4 E4 D16 C3 J3 | B4
19 Q4 Q16 C4 E4 D16 C3 J3 B4 | C5
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 | B5
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 | D3
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 | D4
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 | C6
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 | C2
19 Q4 Q16 C4 E4 D16 D6 | E3
19 Q4 Q16 D3 | C16
19 Q4 Q16 D3 C16 | C5
19 Q4 Q16 D3 C16 C5 | K3
19 Q4 Q16 D3 C16 C5 K3 | E17
19 Q4 Q16 D3 C16 C5 K3 E17 | J17
19 Q4 Q16 D3 C16 C5 K3 E17 J17 | D15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 | C15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 | D14
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 | C14
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 | D13
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 | C12
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 | L17
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 | J15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 | O17
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C13 | C17
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C13 C17 | D13
19 Q4 Q16 D3 C16 C5 K3 E17 H16 | D15
19 Q4 Q16 D3 C16 C5 K3 E17 H16 D15 | D16
19 Q4 Q16 D3 C16 C5 K3 E17 H16 D15 D16 | E16
19 Q4 Q16 D3 C16 C5 K3 E17 H16 D15 D16 E16 | E15
19 Q4 Q16 D3 C16 C5 K3 E17 H16 D15 D16 E16 E15 | G16
19 Q4 Q16 D3 C16 C5 K3 E17 H16 D15 D16 E16 E15 G16 | E14
19 Q4 Q16 D3 C16 C5 K3 E17 H16 D15 D16 E16 E15 G16 E14 | G15
19 Q4 Q16 D3 C16 C5 K3 E17 H16 D15 D16 E16 E15 G16 E14 G15 | C13
19 Q4 Q16 D3 C16 C5 K3 E17 H16 D15 D16 E16 E15 G16 E14 G15 C13 | H17
19 Q4 Q16 D3 C16 C5 K3 E17 H16 D15 C15 | D14
19 Q4 Q16 D3 C16 C5 K3 E17 N3 | R6
19 Q4 Q16 D3 C16 C5 K3 E17 N3 R6 | J17
19 Q4 Q16 D3 C16 C5 K3 E16 | E17
19 Q4 Q16 D3 C16 C5 K3 E16 E17 | F17
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 | D17
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 D17 | R14
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 D17 R14 | O17
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 D17 R14 O17 | G16
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 D17 R14 O17 G16 | C14
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 D17 R14 O17 G16 C14 | L17
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 D17 R14 O17 F16 | C14
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 D17 R14 O17 F16 C14 | K16
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 D17 O17 | R14
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 D17 O17 R14 | F16
19 Q4 Q16 D3 C16 C5 K3 E16 E17 F17 D17 O17 R14 F16 | C14
19 Q4 Q16 D3 C16 C5 K3 E16 E17 D16 | D17
19 Q4 Q16 D3 C16 C5 K3 E16 E17 D16 D17 | C15
19 Q4 Q16 D3 C16 C5 K3 O17 | R14
19 Q4 Q16 D3 C16 C5 K3 O17 R14 | E17
19 Q4 Q16 D3 C16 C5 K3 O17 R14 E17 | P17
19 Q4 Q16 D3 C16 C5 K3 O17 M17 | F17
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 | H17
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 | C17
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 | D17
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 | D16
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 | C18
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 C18 | B17
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 C18 B17 | E16
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 C18 B17 E16 | D15
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 C18 B17 E16 D15 | E17
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 C18 B17 E16 D15 E17 | B18
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 C18 B17 E16 D15 E17 B18 | E14
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 C18 B17 E16 D15 E17 B18 E14 | E15
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 C18 B17 E16 D15 E17 B18 E14 E15 | F15
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 C18 B17 E16 D15 E17 B18 E14 E15 F15 | C15
19 Q4 Q16 D3 C16 C5 K3 O17 M17 F17 H17 C17 D17 D16 C18 B17 E16 D15 E17 B18 E14 E15 F15 C15 | F16
19 Q4 Q16 D3 C16 C5 K3 F17 | D17
19 Q4 Q16 D3 C16 C5 K3 F17 D17 | J17
19 Q4 Q16 D3 C16 C5 K3 F17 D17 J17 | L17
19 Q4 Q16 D3 C16 C5 K3 F17 D17 J17 L17 | R14
19 Q4 Q16 D3 C16 C5 K3 F17 D17 J17 L17 R14 | O17
19 Q4 Q16 D3 C16 C5 K3 R14 | O17
19 Q4 Q16 D3 C16 C5 K3 R14 O17 | M3
19 Q4 Q16 D3 C16 C5 K3 R14 O17 M3 | G3
19 Q4 Q16 D3 C16 C5 K3 R14 O17 M3 G3 | Q10
19 Q4 Q16 D3 C16 C5 K3 H3 | O3
19 Q4 Q16 D3 C16 C5 E17 | K3
19 Q4 Q16 D3 C16 C5 E17 K3 | C10
19 Q4 Q16 D3 C16 C5 E17 K3 C10 | O17
19 Q4 Q16 D3 C16 C5 E17 K3 C10 O17 | R14
19 Q4 Q16 D3 C16 C5 E17 K3 C10 O17 R14 | Q18
19 Q4 Q16 D3 C16 C5 E17 K3 R6 | O4
19 Q4 Q16 D3 C16 C5 E17 K3 R6 O4 | S4
19 Q4 Q16 D3 C16 C5 E17 K4 | R6
19 Q4 Q16 D3 C16 C5 E17 K4 R6 | O4
19 Q4 Q16 D3 C16 C5 E17 K4 C10 | R14
19 Q4 Q16 D3 C16 C5 E17 R14 | O17
19 Q4 Q16 D3 C16 C5 O3 | R6
19 Q4 Q16 D3 C16 C5 O3 R6 | Q2
19 Q4 Q16 D3 C16 C5 O3 R6 Q2 | N3
19 Q4 Q16 D3 C16 C5 O3 R6 Q2 N3 | N4
19 Q4 Q16 D3 C16 C5 O3 R6 Q2 N3 N4 | M3
19 Q4 Q16 D3 C16 C5 O3 L3 | Q6
19 Q4 Q16 D3 C16 C5 O3 L3 Q6 | O4
19 Q4 Q16 D3 C16 C5 O3 L3 Q6 O4 | R3
19 Q4 Q16 D3 C16 C5 O3 L3 Q6 O4 R3 | R4
19 Q4 Q16 D3 C16 C5 O3 L3 Q6 O4 R3 R4 | N4
19 Q4 Q16 D3 C16 C5 O3 L3 Q6 O4 R3 R4 N4 | P3
19 Q4 Q16 D3 C16 C5 J17 | R14
19 Q4 Q16 D3 C16 C5 J17 R14 | O16
19 Q4 Q16 D3 C16 C5 J17 R14 O16 | S16
19 Q4 Q16 D3 C16 C5 J17 R14 O16 S16 | O3
19 Q4 Q16 D3 C16 C5 J17 R14 O16 S16 R17 | R11
19 Q4 Q16 D3 C16 C5 J17 K4 | R6
19 Q4 Q16 D3 C16 E16 | E17
19 Q4 Q16 D3 C16 E16 E17 | D16
19 Q4 Q16 D3 C16 E16 E17 D16 | D17
19 Q4 Q16 D3 C16 E16 E17 D16 D17 | C15
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 | F17
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 | B16
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 | C17
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 | C9
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 | D5
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 D5 | F4
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 D5 F4 | C13
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 D5 F4 C13 | E14
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 D5 F4 C13 E14 | E13
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 D5 F4 C13 E14 E13 | D13
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 D5 F4 C13 E14 E13 D13 | C14
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 D5 F4 C13 E14 E13 D13 C14 | D15
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 D5 F4 C13 E14 E13 D13 C14 D15 | D12
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 D5 F4 C13 E14 E13 D13 C14 D15 D12 | D14
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 K3 | D14
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 C14 | B14
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 C14 B14 | D15
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C9 C14 B14 D15 | B15
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 B16 C17 C10 | D5
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 | G16
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 | C17
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 | B16
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 | C18
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 | B17
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 | G17
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 | H17
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 | B18
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 | B15
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 | G18
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 | F18
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 | H18
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 | D18
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 D18 | C14
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 D18 C14 | H16
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 D18 C14 H16 | D19
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 D18 C14 H16 D19 | E19
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 D18 C14 H16 D19 E19 | B14
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 D18 C14 H16 D19 E19 B14 | J18
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 D18 C14 H16 D19 E19 B14 J18 | A17
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 D18 C14 H16 D19 E19 B14 J18 A17 | C5
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 D18 C14 H16 D19 E19 B14 J18 A17 C5 | D7
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 C14 | D18
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 C14 D18 | H18
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 C17 | F16
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 C17 F16 | G17
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 C17 F16 G17 | C9
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 C17 F16 G17 C9 | K3
19 Q4 Q16 D3 C16 E16 E17 D16 D17 C15 C17 F16 G17 D9 | K3
19 Q4 Q16 D3 C16 E16 E17 F17 | D17
19 Q4 Q16 D3 C16 E16 E17 F17 D17 | R14
19 Q4 Q16 D3 C16 E16 E17 F17 D17 R14 | O17
19 Q4 Q16 D3 C16 E16 E17 F17 D17 R14 O17 | G16
19 Q4 Q16 D3 C16 E16 E17 F17 D17 R14 O17 G16 | C14
19 Q4 Q16 D3 C16 E16 E17 F17 D17 R14 O17 G16 C14 | L17
19 Q4 Q16 D3 C16 E16 E17 F17 D17 R14 O17 G16 C14 L17 | S16
19 Q4 Q16 D3 C16 E16 E17 F17 D17 R14 O17 F16 | C14
19 Q4 Q16 D3 C16 E16 E17 F17 D17 R14 O17 F16 C14 | K16
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 | R14
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 | F16
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 | C14
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 | K16
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 | C5
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 C5 | F4
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 C5 F4 | L3
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 C5 F4 L3 | J3
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 C5 F4 L3 J3 | O3
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 C5 F4 L3 J3 O3 | P3
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 C5 F4 L3 J3 O3 P3 | O4
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 C5 F4 L3 J3 O3 P3 O4 | R6
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 C5 F4 L3 J3 O3 P3 O4 R6 | C3
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 C5 F4 L3 J3 O3 P3 O4 R6 C3 | C2
19 Q4 Q16 D3 C16 E16 E17 F17 D17 O17 R14 F16 C14 K16 C5 F4 L3 J3 O3 P3 O4 R6 C3 C2 | D2
19 Q4 Q16 D3 C16 E16 E17 F17 D17 C5 | K3
19 Q4 Q16 D3 C16 E16 E17 F17 D17 F16 | C14
19 Q4 Q16 D3 C16 E16 D5 | D14
19 Q4 Q16 D3 C16 E16 D5 D14 | C3
19 Q4 Q16 D3 C16 E16 D5 D14 C3 | B15
19 Q4 Q16 D3 C16 E16 D5 D14 C3 B15 | E18
19 Q4 Q16 D3 C16 E16 D5 D14 C3 B15 E18 | D17
19 Q4 Q16 D3 C16 E16 D5 C5 | C6
19 Q4 Q16 D3 C16 E16 D5 C5 C6 | C4
19 Q4 Q16 D3 C16 E16 D5 E5 | E6
19 Q4 Q16 D3 C16 E16 D5 E5 E6 | E4
19 Q4 Q16 D3 C16 E16 D5 C17 | C3
19 Q4 Q16 D3 C16 E16 C5 | D14
19 Q4 Q16 D3 C16 E16 C5 D14 | O3
19 Q4 Q16 D3 C16 E16 C5 C17 | O3
19 Q4 Q16 D3 C16 E16 C5 C17 O3 | R6
19 Q4 Q16 D3 C16 E16 E15 | C17
19 Q4 Q16 D3 C16 E16 E15 C17 | D16
19 Q4 Q16 D3 C16 E16 E15 C17 D16 | D17
19 Q4 Q16 D3 C16 E16 E15 C17 D16 D17 | F15
19 Q4 Q16 D3 C16 E16 E15 C17 D16 D17 F15 | F17
19 Q4 Q16 D3 C16 E16 E15 C17 D16 D17 F15 F17 | H16
19 Q4 Q16 D3 C16 E16 E15 F15 | D15
19 Q4 Q16 D3 C16 E16 G16 | E14
19 Q4 Q16 D3 C16 E16 G16 E14 | C14
19 Q4 Q16 D3 C16 E16 G17 | C17
19 Q4 Q16 D3 C16 E16 G17 C17 | B17
19 Q4 Q16 D3 C16 E16 G17 C17 B17 | D17
19 Q4 Q16 D3 C16 E16 D14 | C17
19 Q4 Q16 D3 C16 E16 D14 C17 | B17
19 Q4 Q16 D3 C16 E16 D14 C17 B17 | D17
19 Q4 Q16 D3 C16 E17 | C5
19 Q4 Q16 D3 C16 E17 C5 | D8
19 Q4 Q16 D3 C16 E17 C5 O17 | R14
19 Q4 Q16 D3 C16 E17 C5 O17 R14 | D8
19 Q4 Q16 D3 C16 E17 J17 | O17
19 Q4 Q16 D3 C16 E17 J17 O17 | M17
19 Q4 Q16 D3 C16 E17 J17 O17 M17 | C13
19 Q4 Q16 D3 C16 E17 J17 O17 M17 C13 | D15
19 Q4 Q16 D3 C16 E17 J17 O17 P17 | O16
19 Q4 Q16 D3 C16 E17 J17 O17 P17 O16 | Q14
19 Q4 Q16 D3 C16 E17 J17 D15 | C15
19 Q4 Q16 D3 C16 E17 J17 D15 C15 | D14
19 Q4 Q16 D3 C16 E17 J17 D15 C15 D14 | C13
19 Q4 Q16 D3 C16 E17 J17 D15 C15 D14 C13 | C17
19 Q4 Q16 D3 C16 E17 J17 D15 C15 D14 C13 C17 | D13
19 Q4 Q16 D3 C16 E17 J17 D12 | D14
19 Q4 Q16 D3 C16 E17 J17 D14 | D15
19 Q4 Q16 D3 C16 E17 J17 D14 D15 | E15
19 Q4 Q16 D3 C16 E17 J17 D14 D15 E15 | C14
19 Q4 Q16 D3 C16 E17 J17 D14 D15 E15 C14 | D13
19 Q4 Q16 D3 C16 E17 J17 D14 D15 E15 C14 D13 | C13
19 Q4 Q16 D3 C16 E17 J17 D14 D15 E15 C14 D13 C13 | D12
19 Q4 Q16 D3 C16 E17 J17 D14 D15 E15 C14 D13 C13 D12 | C12
19 Q4 Q16 D3 C16 E17 J17 D14 D15 E15 C14 D13 C13 D12 C12 | D11
19 Q4 Q16 D3 C16 E17 J17 D14 D15 E15 C14 D13 C13 D12 C12 D11 | C10
19 Q4 Q16 D3 C16 E17 J17 D14 D15 E15 C14 D13 C13 D12 C12 D11 C10 | L17
19 Q4 Q16 D3 C16 E17 H16 | C5
19 Q4 Q16 D3 C16 E17 H16 C5 | K3
19 Q4 Q16 D3 C16 E17 D5 | C5
19 Q4 Q16 D3 C16 E17 D5 C5 | C6
19 Q4 Q16 D3 C16 E17 D5 C5 C6 | C4
19 Q4 Q16 D3 C16 E17 D5 E5 | E6
19 Q4 Q16 D3 C16 E17 D5 E5 E6 | E4
19 Q4 Q16 D3 C16 D5 | C10
19 Q4 Q16 D3 C16 D5 C10 | O17
19 Q4 Q16 D3 C16 D5 D10 | F17
19 Q4 Q16 D3 C16 D5 D10 F17 | D17
19 Q4 Q16 D3 C16 C6 | K3
19 Q4 Q16 D3 C16 C6 K3 | F16
19 Q4 Q16 D3 C16 C6 K3 H3 | O3
19 Q4 Q16 D3 C16 C6 K3 H3 O3 | R7
19 Q4 Q16 D3 C16 O17 | R14
19 Q4 Q16 D3 C16 O17 R14 | E17
19 Q4 Q16 D3 C16 O17 R14 E16 | E17
19 Q4 Q16 D3 C16 O17 R14 E16 E17 | F17
19 Q4 Q16 D3 C16 O17 R14 E16 E17 F17 | D17
19 Q4 Q16 D3 C16 C9 | E17
19 Q4 Q16 D3 D16 | C14
19 Q4 Q16 D3 D16 C14 | F17
19 Q4 Q16 D3 D16 C14 F17 | C9
19 Q4 Q16 D3 D16 C14 F17 C9 | K3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 | J4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 | J3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 | H4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H4 | H3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H4 H3 | G3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H4 H3 G3 | N3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H4 H3 G3 N3 | M4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H4 H3 G3 N3 M4 | M3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H4 H3 G3 N3 M4 M3 | K4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H4 H3 G3 N3 G2 | L5
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H4 H3 G3 K4 | N3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 | H2
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 | K4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 | G3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G3 | H4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G3 H4 | L3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G3 H4 L3 | G4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G3 H4 L3 G4 | F3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G3 H4 L3 G4 F3 | F4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G3 H4 L3 G4 F3 F4 | D12
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G3 H4 L3 G4 F3 F4 D12 | E14
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G3 H4 L3 G4 F3 F4 D12 E14 | F12
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G2 | L3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G2 L3 | H4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G2 L3 H4 | L4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G2 L3 H4 L4 | H5
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G2 L3 H4 L4 H5 | E4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G2 L3 H4 L4 H5 E4 | G3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 J4 J3 H3 H2 K4 G2 L3 H4 L4 H5 E4 G3 | D7
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 | G3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 | J4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 J4 | J3
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 J4 J3 | F4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 J4 J3 F4 | H4
19 Q4 Q16 D3 D16 C14 F17 C9 K3 N3 G3 J4 J3 F4 H4 | R14
